,Subj,Mask,S2S,S2B,B2B,B2S
0,104,rACC,0.197528010188,0.156033033041,0.189509805514,0.244161824208
1,104,dACC,-0.0266366557275,0.153577340103,0.214834348857,0.0989240360161
2,104,vlPFC,0.10709573768,0.156498527466,0.105059330179,0.117335657925
3,104,vmPFC,0.133185372853,0.132055933658,0.0576679165883,0.177725629088
4,104,OFCant,-0.0853540324913,0.111143622429,0.105217107881,0.11103585802
5,104,OFClat,0.120608474116,0.0759325405701,0.144773318809,0.0162434488418
6,104,OFCmed,0.0120414581924,0.105320887861,0.112512410664,0.0872662777336
7,104,OFCpost,0.140575759871,0.0608601968077,0.0681534985965,0.0337372555547
8,104,dmPFC,0.136165531047,0.152269035498,0.163008118056,0.2174088228
9,104,dlPFC,0.170636693987,0.207712213954,0.263770752948,0.2397648947
10,104,MFG,0.18701990968,0.281126721752,0.263064418521,0.26107400091
11,104,IFG,0.151078915394,0.150041403255,0.223213133905,0.194882222012
