,Subj,Mask,S2S,S2B,B2B,B2S
0,110,rACC,0.0431391819254,0.0770859370694,0.24924158751,0.100961791962
1,110,dACC,0.242452877892,0.0868453754459,0.0555052732896,0.130967976726
2,110,vlPFC,0.269447650089,0.157420164011,0.20254092832,0.214664010957
3,110,vmPFC,0.184642825093,0.0606822621288,0.297675683144,0.0911214915408
4,110,OFCant,0.345755847727,0.262576453094,0.351387172005,0.239526401333
5,110,OFClat,0.232182620617,0.251247556293,0.210965294389,0.21856098218
6,110,OFCmed,0.316586456747,0.253532618292,0.261946955728,0.251406808321
7,110,OFCpost,0.15238936809,0.118673421508,0.222576939997,0.179033688751
8,110,dmPFC,0.327501013784,0.168120170036,0.212205155893,0.288775222439
9,110,dlPFC,0.350045482128,0.224474546254,0.290696811942,0.264858110749
10,110,MFG,0.29745794783,0.228572432598,0.24780740909,0.282746346934
11,110,IFG,0.224138298558,0.109209074917,0.275628113144,0.212357974614
